Артикул,Бренд,НаименованиеТовара,ЦеноваяГруппа,Количество,Цена,КратностьОтгрузки,НаименованиеХарактеристики,НоменклатурнаяГруппа,Склад,Срок,Код1С
1987948909,BOSCH,"ЗУБЧАТЫЙ РЕМЕНЬ+РОЛИКИFORDFocus [CAK], Transit Connect [TC7], Focus [CAP], Mondeo [CA2], Focus [CB],",Ремни (BOSCH),1,2484,1,,,ЦС,0,i-001648595
1987948912,BOSCH,"ЗУБЧАТЫЙ РЕМЕНЬ+РОЛИКИFIAT, IVECODucato '06, Daily 2006, Ducato '02, Daily 2000, Daily 2009, Ducato",Ремни (BOSCH),1,6188,1,,,ЦС,0,i-001648596
1987948943,BOSCH,К-Т ЗУБЧ.РЕМН.+РОЛИКИ,Ремни (BOSCH),1,2890,1,,,ЦС,0,i-003109930
1987948950,BOSCH,К-Т ЗУБЧ.РЕМН.+РОЛИКИ,Ремни (BOSCH),1,4663,1,,,ЦС,0,i-003109936
1987948972,BOSCH,КОМПЛЕКТ РЕМНЕЙ ГРМ С РОЛ,Прочее (BOSCH),1,3254,1,,,ЦС,0,i-004930861
1987949016,BOSCH,"ЗУБЧАТЫЙ РЕМЕНЬ  ЧЗ 119  Audi 100 2.0D/TD 82-91, VW LT 28-55 2.4D/TD 83-96",Ремни (BOSCH),1,568,1,,,ЦС,0,i-001479315
1987949018,BOSCH,"Ремень ГРМ [121-зуб.,18mm] AUDI 80/100, VW Golf III/Passat 1.6-1.8 82-97",Ремни (BOSCH),2,353,1,,,ЦС,0,i-001479316
1987949019,BOSCH,"Ремень ГРМ [122 зуб.,19mm] FORD Sierra/Scorpio/Transit 1.6/2.0 82-94",Ремни (BOSCH),1,362,1,,,ЦС,0,i-001479317
1987949041,BOSCH,ЗУБЧАТЫЙ РЕМЕНЬ ЧЗ 110  BMW E30/E36/E34 1.6/1.8 M40 87>,Ремни (BOSCH),2,642,1,,,ЦС,0,i-001479334
1987949042,BOSCH,ЗУБЧАТЫЙ РЕМЕНЬ ЧЗ 113,Ремни (BOSCH),1,478,1,,,ЦС,0,i-001479335
1987949044,BOSCH,"Ремень ГРМ [136-зуб.,25mm] CITROEN Berlingo 1.8D/1.9D 7/96->, Jumper 1.9D-T 2/94-4/02, Xantia 1.9D-T",Ремни (BOSCH),1,751,1,,,ЦС,0,i-001479337
1987949047,BOSCH,ЗУБЧАТЫЙ РЕМЕНЬ ЧЗ 97  Ford Escort/Sierra 1.4/1.6 CVH 83-93,Ремни (BOSCH),2,422,1,,,ЦС,0,i-001479340
1987949053,BOSCH,ЗУБЧАТЫЙ РЕМЕНЬ ЧЗ 127  BMW E28/E30/E34 2.0/2.5/2.3 86-91,Ремни (BOSCH),2,539,1,,,ЦС,0,i-001479344
1987949067,BOSCH,ЗУБЧАТЫЙ РЕМЕНЬ ЧЗ 108  VW Golf/Polo/Passat 1.1/1.3 80-90,Ремни (BOSCH),1,328,1,,,ЦС,0,i-001479356
